title,author,description,cover_url,goodreads_id,average_rating,ratings_count,review_count,external_url,genres,language,page_count
La vida es sueño: drama y auto sacramental,,"Calderon puede ser el maximo virtuoso del formalismo teatral en su epoca porque esta compenetrado con la gravedad reflexiva del espiritu de su tiempo, como tardio miembro de la Contrarreforma, en la fase ya fatigada y desalentada que se centra en la Paz de Westfalia (1645). Calderon, como todo el Barroco, es a la vez el final fracasado de la gran esperanza renacentista, y el comienzo de otra navegacion del espiritu europeo, el racionalismo.",https://images.gr-assets.com/books/1414921946m/7427866.jpg,7427866,3.98,148,1,https://www.goodreads.com/book/show/7427866-la-vida-es-sue-o,Poetry,spa,0
Tres mujeres,,"Sylvia Plath siempre apunta al corazon. Tres mujeres es un emocionante poema a tres voces que tiene como tema central la maternidad. Cada voz representa una forma de vivirla: la mujer que centra su realizacion en ser madre, la que sufre por no poder serlo y la que lo es a su pesar.
Sylvia concibio este poema, feminista y antibelicista, para ser leido en voz alta, y en 1962, un ano antes de su muerte, lo leyo en la BBC. La experiencia supuso un cambio de direccion en su forma de afrontar la escritura. Desde entonces concebiria los poemas <>, cambiando de forma definitiva su tecnica poetica.",https://images.gr-assets.com/books/1381743314m/18668883.jpg,18668883,4.23,146,17,https://www.goodreads.com/book/show/18668883-tres-mujeres,Poetry,spa,104
"Poesía completa, 1970-2000",,"En el presente volumen se presenta la Poesia completade Leopoldo Maria Panero (Madrid, 1948), el mas genial de los poetas espanoles de las ultimas generaciones.
Integrante de la antologia Nueve novisimos, L. M. P. continua siendo el mas genuino de los poetas espanoles que ""representa el unico tabu de su generacion y la mas autentica e irreductible marginalidad de la poesia espanola"".
Tua Blesa, profesor de la Universidad de Zaragoza y maximo especialista en la poesia de Panero, ha cuidado esta edicion de tal manera que se puede considerar como definitiva.",https://images.gr-assets.com/books/1291652760m/297208.jpg,297208,4.33,142,5,https://www.goodreads.com/book/show/297208.Poes_a_completa_1970_2000,Poetry,spa,587
El viento comenzó a mecer la hierba,,"Emily Dickinson fue una mujer inteligente, rebelde y culta que, en su encierro voluntario en la habitacion de su casa en Amherst, construyo una de las obras mas solidas de la literatura universal.
Como senala Juan Marques en la presentacion, sus poemas <>.
Aunque su obra es muy extensa, hemos preferido editar un libro pequeno, intimo, dickinsoniano, para lo que ha sido fundamental la vision poetica de las ilustraciones de Kike de la Rubia.
Edicion bilingue.",https://images.gr-assets.com/books/1339512040m/15702517.jpg,15702517,4.19,140,23,https://www.goodreads.com/book/show/15702517-el-viento-comenz-a-mecer-la-hierba,Poetry,spa,112
La llama doble,,"La llama doble es un ensayo unitario que por su importancia en el con!junto de la obra de Octavio Paz resulta comparable a titulos tan de!cisivos como El arco y la lira o El laberinto de la soledad. Aun cuando la redaccion material del libro se produjo entre marzo y abril de 1993, el proposito de escribirlo data por lo menos de 1965, y en aquella epoca el autor redacto los primeros apuntes de lo que deseaba que <>. Resumiendo toda su trayectoria de vida, pensamiento y escritura, con una tension expresiva inabatible y una lucida y conmovida cerca!nia al nucleo mas intimo y esencial de la existencia humana, Octavio Paz examina, compendia, hace revivir y otorga pleno sentido, desde sus origenes en la memoria historica y mitica hasta la experiencia cotidiana mas inmediata, a uno de los elementos fundamentales de la vida de hombres y mujeres: <>",https://images.gr-assets.com/books/1398195662m/21944919.jpg,21944919,4.21,135,15,https://www.goodreads.com/book/show/21944919-la-llama-doble,Poetry,spa,221
Aullido,,"Aullido y otros poemasfue el primer libro de Allen Ginsberg, y produjo una conmocion que cambio para siempre una parte de la poesia norteamericana, la que no se inscribe en la caverna o la frialdad academicas. Allen Ginsberg tomo su Aullidoe hizo toda una performance en la que dio a conocer su forma de representar la poesia con canticos, melopeas, llantos, gritos y lamentos que subrayasen claramente sus versos apocalipticos de denuncia total de una forma adocenada de vivir y proclamasen un modo nuevo de hacer literatura totalmente sincera y autentica, dejar fluir la <>. La voz se fue corriendo, los medios de comunicacion se fijaron en el, lo fueron convirtiendo en una figura famosa y el aprovecho para promocionar a sus amigos y colegas de credo literario: el lanzamiento de la Generacion Beat. De hecho, en su version impresa, Aullido y otros poemasacabo dedicado, ademas de a Cari Solomon, un amigo poeta recluido en un manicomio, a los escritores Jack Kerouac y Wiliam Seward Burroughs y a Neal Cassady, el heroe que emerge detras de todos ellos. El verso inicial de Aullidoes probablemente el mas conocido de todos los escritos hasta el dia de hoy: <>No es nada raro: Aullidoes un largo poema, entre epico e imprecatorio, que pasa revista a las injusticias y carencias de una sociedad acomodada y egoista como la norteamericana de la posguerra mundial y protesta dolorida y airadamente contra los horrores individuales que sufren quienes no pueden o no quieren competir por la ficcion de una felicidad proclamada oficialmente. Aullidoalza una voz distinta que zarandeo las conciencias y que consiguio hacerse oir.",https://images.gr-assets.com/books/1481590533m/1631357.jpg,1631357,4.14,133,14,https://www.goodreads.com/book/show/1631357.Aullido,Poetry,spa,96
La voz del maestro,,"La voz del maestro habla en tono sentencioso e impresionante del triunfo de la fe sobre el dolor, y del amor sobre la soledad. El autor trata temas tan importantes y vitales como ""la divinidad del hombre"", ""la razon y el conocimiento"", ""el amor y la igualdad"", y lo hace en forma tal, que proporciona una nueva vision interior sobre muchos de los enigmas de la vida, cuya respuesta angustia a la mayoria de los hombres.
Gibran quiere participar a todo hombre su propia conviccion profunda sobre si mismo y sobre la realidad. Su vision positiva, llena de dignidad y de frescura de pensamiento y de palabra es en gran manera estimulante: ""He venido -declara- para vivir en la gloria del Amor y en la luz de la Hermosura, que son destellos e Dios. Heme aqui, gozando de la vida, y sin pode ser desterrado de sus dominios, porque mediante mi palabra viva, yo sobrevivire a la muerte.""
La voz del maestro no es solo una filosofia alentadora y una concepcion positiva de la vida del hombre sobre la Tierra. Es ademas una obra maestra de literatura con delicioso sabor oriental, con virtud luminosa y balsamica, reposante...
Abrir sus paginas equivale a desear leerlas todas, y al mismo tiempo a querer detenerse en cada una para saborear a placer el fondo y la forma de cada uno de sus conceptos.",https://images.gr-assets.com/books/1334878058m/439637.jpg,439637,3.84,126,10,https://www.goodreads.com/book/show/439637.La_voz_del_maestro,Poetry,spa,155
Serendipia,,"Si una imagen vale mas que mil palabras, este libro no acabara nunca.
Aunque tenga un final, todos lo tienen.
Pero a su vez continua.
De la misma forma en que la poesia es inmortal, la fotografia no morira jamas.",https://images.gr-assets.com/books/1457449528m/29452430.jpg,29452430,3.84,125,28,https://www.goodreads.com/book/show/29452430-serendipia,Poetry,spa,188
La tumba del marinero,,"<<El presente libro hace que los anteriores poemarios de Luna parezcan un entrenamiento para la maraton. De acuerdo, sonara convencional, pero es lo que tenia que suceder. Y lo que quiero con esto decir es que La tumba del marinero encierra unas pasiones desproporcionalmente crueles, y a fin de cuentas, ?no es el sentimiento poderoso e implacable lo que prevalece sobre los demas rasgos de la literatura?
Imagino asi que la accion de esta ""novela politica"" transcurre en un brumoso barrio marino. Entre su destartalado pabellon hospitalario, el psiquiatrico para corsarios que han perdido el norte por los cantos de la sirena, el vertedero sobre el que gaviotas y ratas voladoras planean en circulos, los pecios naufragados, los vapores del pescado podrido, las tabernas en donde se trapichea con el polvo blanco, los irritantes graznidos de las aves, un monton de adorables rufianes y algunos pocos observadores honestos. Y en su centro, ordenando todo lo demas, una lapida cuyo epitafio reza: <>.
Ciertamente, las aflicciones que azotan La tumba del marinero son mas grandes que la vida (el cancer, como no, pero tambien el lujo del agua caliente y la precariedad material, acompanada siempre de la degradacion etica; la destruccion y el amor...). Aunque, pensandolo dos veces, es de justicia aceptar que la Gorgona que declama en ese dantesco barrio marino, apesadumbrada por la decrepitud de todo lo que le rodea, y de ella misma, aun conserva una buena parte de su inocencia, pues todavia puede distinguir entre el bien y el mal. La moral sigue presente en su espiritu, !e incluso llega a sorprenderse de la corrosion adulta! Y acepta que aun hay esperanza... ?Nada mas lejos de la realidad?
Lo dicho: no acepten imitaciones>>
(Antonio J. Rodriguez)
*****
Some reviews:
Uno de esos libros que son eso, un libro y no solo una coleccion de poemas. Un fragmento de vida contada en crudo, lleno de cicatrices (literalmente), visceral (literalmente). La enfermedad, la muerte y, pese a todo, la lit",https://images.gr-assets.com/books/1363516242m/16592202.jpg,16592202,3.64,125,15,https://www.goodreads.com/book/show/16592202-la-tumba-del-marinero,Poetry,spa,140
Con tal de verte volar,,"Con tal de verte volar es un homenaje a las alas que dirigen tu vuelo hasta donde solo se escucha el grito de la libertad, de la mujer libre.
<>
Desde Madrid al cielo, unicamente pasando por el quinto piso de la calle en la que dijimos nuestro primer <>en formato poema. Nunca supe como despedirme y ahora he encontrado la manera: mirando al cielo, sabiendo que nunca mas volvere a verte volar, pero sonriendo porque se que estas por ahi, pareciendote al sol, siendo mi luz.",https://images.gr-assets.com/books/1478875762m/32944081.jpg,32944081,4.23,121,18,https://www.goodreads.com/book/show/32944081-con-tal-de-verte-volar,Poetry,spa,228
Biografía para encontrarme,,"El libro inedito de Mario Benedetti (1920-2009)
Benedetti selecciono y preparo la edicion de estos poemas a lo largo de sus ultimos meses de vida. Benedetti en estado puro.
<>
Durante los dos ultimos anos de su vida, Mario Benedetti corrigio, reescribio y ordeno estos sesenta y dos poemas. Biografia para encontrarme nos invita a descubrir o reencontrarnos con la esencia literaria del escritor uruguayo, a traves de su poesia mas intima y conmovedora.
Sus versos conjuran el poder de un mar sobrecogedor, evocan la timida luz de una madrugada incierta o dibujan el mapa de la melancolia universal.
La seleccion de poemas, que el maestro uruguayo dejo lista para ser entregada a sus editores, recorre los motivos poeticos mas significativos del escritor: soledad, nostalgia, muerte, amor, belleza, desarraigo... Benedetti en estado puro.",https://images.gr-assets.com/books/1330531852m/13505235.jpg,13505235,3.93,120,17,https://www.goodreads.com/book/show/13505235-biograf-a-para-encontrarme,Poetry,spa,132
En la masmédula,,,https://images.gr-assets.com/books/1368350419m/579442.jpg,579442,4.17,117,7,https://www.goodreads.com/book/show/579442.En_la_masm_dula,Poetry,spa,0
"Obras Completas. (Sepan Cuantos, #100)",,La presente antologia comprende poemas y cartas de sor Juana Ines de la Cruz que constituyen un relevante panorama del Mexico del siglo XVII.,https://images.gr-assets.com/books/1396650262m/778431.jpg,778431,4.26,115,4,https://www.goodreads.com/book/show/778431.Obras_Completas_,Poetry,spa,0
Innormal,,"A veces, te da por explorarte a ti mismo y descubres cosas. Puedes descubrir quizas que no estas tan triste como pensabas que estabas en ese momento, puedes descubrir que en realidad no te gusta esa chica que duerme a tu lado, puedes descubrir que lo unico que deseas es coger una mochila y perderte por el Amazonas, o hasta que odias los huevos fritos, no se. Yo, hace un tiempo, rebuscandome por dentro, descubri que era innormal. Y que no necesitaba la normalidad dentro de mi vida. Que menudo aburrimiento eso de la normalidad necesitada. Que mucho mejor aceptarse, y compartir con quien quiera leerme mis neuras y filias y fobias. Que viva la busqueda de seres innormales que me ha acompanado desde ese descubrimiento, y que os rebusqueis por dentro, que quizas seais tambien tan innormales como yo.",https://images.gr-assets.com/books/1446398274m/27406936.jpg,27406936,3.96,112,11,https://www.goodreads.com/book/show/27406936-innormal,Poetry,spa,192
